,symbol,date,dividend
191283,PGP,2018-02-09,0.122
191284,PGR,2018-02-01,1.1247
191285,PH,2018-02-08,0.66
191286,PHK,2018-02-09,0.0807
191287,PK,2018-01-31,0.6
191288,PKO,2018-02-09,0.19
191289,PMF,2018-02-09,0.0597
191290,PML,2018-02-09,0.065
191291,PMX,2018-02-09,0.0558
191292,PNF,2018-02-09,0.057
191293,PNI,2018-02-09,0.0507
191294,PNW,2018-01-31,0.695
191295,PPR,2018-02-09,0.023
191296,PTY,2018-02-09,0.13
191297,PYN,2018-02-09,0.0423
191298,PZC,2018-02-09,0.045
191299,RCS,2018-02-09,0.072
191300,RES,2018-02-08,0.1
191301,RGA,2018-02-07,0.5
191302,RMD,2018-02-07,0.35
191303,RMP,2018-02-01,0.2917
191304,ROL,2018-02-08,0.14
191305,ROYT,2018-02-02,0.0163
191306,SBNA,2018-01-31,0.4219
191307,SC,2018-02-09,0.05
191308,SCHW,2018-02-08,0.1
191309,SDR,2018-02-08,0.058
191310,SDT,2018-02-08,0.0422
191311,SHLX,2018-02-02,0.333
191312,SIG,2018-02-01,0.31
191313,SJM,2018-02-08,0.78
191314,SJW,2018-02-09,0.28
191315,SLB,2018-02-06,0.5
191316,SLDA,2018-01-31,0.4375
191317,SMLP,2018-02-06,0.575
191318,SPH,2018-02-05,0.6
191319,SRLP,2018-02-05,0.6375
191320,STL,2018-02-02,0.07
191321,STO,2018-02-08,0.2201
191322,STZ,2018-02-08,0.52
191323,SUN,2018-02-05,0.8255
191324,SWP,2018-01-31,1.34
191325,SXI,2018-02-07,0.18
191326,SXT,2018-02-05,0.33
191327,SYF,2018-02-02,0.15
191328,TCP,2018-02-01,1.0
191329,TGP,2018-02-01,0.14
191330,TK,2018-02-01,0.055
191331,TLYS,2018-02-08,1.0
191332,TOO,2018-02-01,0.01
191333,TOWR,2018-02-08,0.12
191334,TRGP,2018-01-31,0.91
191335,USAC,2018-02-01,0.525
191336,USDP,2018-02-09,0.35
191337,VGI,2018-02-09,0.156
191338,VLP,2018-02-02,0.5075
191339,VZA,2018-01-31,0.3688
191340,WAB,2018-02-08,0.12
191341,WES,2018-01-31,0.92
191342,WFC,2018-02-01,0.39
191343,WGP,2018-01-31,0.5487
191344,WIT,2018-01-31,0.016
191345,WLKP,2018-02-07,0.3864
191346,WMK,2018-02-09,0.3
191347,WPZ,2018-02-01,0.6
191348,WSR,2018-02-02,0.095
191349,X,2018-02-08,0.05
191350,XOM,2018-02-09,0.77
191351,ZTR,2018-02-09,0.113
191352,ISBC,2018-02-08,0.09
191353,ISTB,2018-02-01,0.0911
191354,IUSB,2018-02-01,0.1163
191355,JBHT,2018-02-08,0.24
191356,LBAI,2018-02-02,0.1
191357,LBC,2018-02-02,0.015
191358,LCUT,2018-01-31,0.0425
191359,LION,2018-02-01,0.12
191360,LKOR,2018-02-01,0.1656
191361,LMRK,2018-02-02,0.3675
191362,LMRKO,2018-01-31,0.4938
191363,LOGM,2018-02-09,0.3
191364,LTXB,2018-02-02,0.16
191365,LYTS,2018-02-02,0.05
191366,MATW,2018-02-02,0.19
191367,MBB,2018-02-01,0.2461
191368,MBFIO,2018-02-08,0.3875
191369,MBSD,2018-02-01,0.0659
191370,MBTF,2018-02-07,0.06
191371,MMLP,2018-02-06,0.5
191372,MRLN,2018-02-09,0.14
191373,NATI,2018-02-09,0.23
191374,NFBK,2018-02-06,0.1
191375,NSEC,2018-02-02,0.05
191376,NTIC,2018-02-06,0.1
191377,NWBI,2018-01-31,0.17
191378,OCFC,2018-02-02,0.15
191379,OFED,2018-02-07,0.1
191380,OKDCC,2018-02-01,0.0446
191381,OPB,2018-01-31,0.1
191382,ORIT,2018-02-08,0.25
191383,ORRF,2018-02-01,0.12
191384,PAYX,2018-01-31,0.5
191385,PBCT,2018-01-31,0.1725
191386,PBSK,2018-02-01,0.06
191387,PCTI,2018-02-07,0.055
191388,PEBO,2018-02-02,0.26
191389,PETS,2018-02-02,0.25
191390,PFF,2018-02-01,0.1893
191391,PGC,2018-02-07,0.05
191392,PME,2018-02-05,0.01
191393,PNBK,2018-02-09,0.01
191394,PNFP,2018-02-01,0.14
191395,PUB,2018-02-02,0.09
191396,PZZA,2018-02-09,0.225
191397,RAVN,2018-01-11,0.13
191399,RELL,2018-02-08,0.06
191400,SAL,2018-02-08,0.28
191401,SBBX,2018-02-06,0.06
191402,SBLKZ,2018-01-31,0.5188
191403,SBUX,2018-02-07,0.3
191404,SCHN,2018-02-09,0.1875
191405,SFBC,2018-02-09,0.12
191406,SHV,2018-02-01,0.1001
191407,SHY,2018-02-01,0.0862
191408,SIFI,2018-02-02,0.06
191409,SIMO,2018-02-09,0.2975
191410,SIRI,2018-02-06,0.011
191411,SKOR,2018-02-01,0.1113
191412,SLQD,2018-02-01,0.0901
191413,SONA,2018-02-09,0.08
191414,SONC,2018-02-06,0.16
191415,SRCE,2018-02-02,0.22
191416,SRET,2018-02-05,0.0932
191417,SSB,2018-02-08,0.33
191418,SSFN,2018-01-31,0.03
191419,STBA,2018-02-07,0.22
191420,SUSB,2018-02-01,0.0448
191421,SUSC,2018-02-01,0.0608
191422,TBNK,2018-02-07,0.2
191423,TLT,2018-02-01,0.2546
191424,TRCB,2018-02-06,0.045
191425,UBNK,2018-02-01,0.12
191426,UBSH,2018-02-05,0.21
191427,UCFC,2018-02-01,0.06
191428,VCIT,2018-02-01,0.2262
191429,VCLT,2018-02-01,0.3045
191430,VCSH,2018-02-01,0.1429
191431,VGIT,2018-02-01,0.0904
191432,VGLT,2018-02-01,0.1595
191433,VGSH,2018-02-01,0.0627
191434,VIVO,2018-02-02,0.125
191435,VMBS,2018-02-01,0.0968
191436,VTC,2018-02-01,0.2122
191437,VWOB,2018-02-01,0.2477
191438,WABC,2018-02-02,0.4
191439,WAFD,2018-02-08,0.17
191440,WCFB,2018-02-08,0.05
191441,WINA,2018-02-06,0.11
191442,WING,2018-02-08,3.17
191443,WSFS,2018-02-07,0.09
191444,WTBA,2018-02-06,0.18
191445,WTFC,2018-02-07,0.19
191446,WVFC,2018-02-07,0.08
191447,XLNX,2018-02-06,0.35
191448,YLCO,2018-02-08,0.1407
191449,AAPL,2018-02-09,0.63
191450,AAL,2018-02-05,0.1
191451,ACTA,2018-02-02,14.89
191452,ALTY,2018-02-05,0.0922
191453,AMSWA,2018-02-08,0.11
191454,AMTD,2018-02-05,0.21
191455,ANCX,2018-02-09,0.15
191456,APLP,2018-02-07,0.285
191457,ARCB,2018-02-08,0.08
191458,ARLP,2018-02-06,0.51
191459,ARTNA,2018-02-08,0.2352
191460,ASRV,2018-02-02,0.015
191461,ATLO,2018-01-31,0.22
191462,BCBP,2018-02-02,0.14
191463,BFIN,2018-02-06,0.08
191464,BKEP,2018-02-01,0.145
191465,BKEPP,2018-02-01,0.1787
191466,BMRC,2018-02-01,0.29
191467,BMTC,2018-02-08,0.22
191468,BNDX,2018-02-01,0.0487
191469,BOKF,2018-02-08,0.45
191470,BPFH,2018-02-01,0.12
191471,BSET,2018-02-08,0.11
191472,BSF,2018-01-31,0.03
191473,BSRR,2018-01-31,0.16
191474,CASY,2018-01-31,0.26
191475,CATC,2018-02-07,0.48
191476,CBSHP,2018-02-09,0.375
191477,CCD,2018-02-09,0.167
191478,CCLP,2018-01-31,0.1875
191479,CFFN,2018-02-01,0.085
191480,CGO,2018-02-09,0.1
191481,CHFN,2018-02-12,0.08
191482,CHI,2018-02-09,0.095
191483,CHW,2018-02-09,0.07
191484,CHY,2018-02-09,0.1
191485,CIU,2018-02-01,0.233
191486,CLCT,2018-02-12,0.175
191487,CMCO,2018-02-08,0.04
191488,CNBKA,2018-01-31,0.12
191489,COLB,2018-02-06,0.22
191490,CPLP,2018-02-01,0.08
191491,CRED,2018-02-01,0.2728
191492,CSJ,2018-02-01,0.1517
191493,CSQ,2018-02-09,0.0825
191494,CVCY,2018-02-07,0.07
191495,CWBC,2018-02-08,0.04
191496,CZFC,2018-02-01,0.06
191497,CZWI,2018-02-08,0.2
191498,DCOM,2018-02-05,0.14
191499,DGICA,2018-01-31,0.14
191500,DGICB,2018-01-31,0.1225
191501,EBMT,2018-02-08,0.09
191502,EBTC,2018-02-07,0.145
191503,EEI,2018-02-08,0.2
191504,EFAS,2018-02-05,0.0724
191505,EMB,2018-02-01,0.3098
191506,EVFTC,2018-02-01,0.0333
191507,EVGBC,2018-02-01,0.1616
191508,EVLMC,2018-02-01,0.0366
191509,EWBC,2018-02-02,0.2
191510,FALN,2018-02-01,0.12
191511,FBIZ,2018-02-02,0.14
191512,FBMS,2018-02-02,0.05
191513,FCBC,2018-02-01,0.18
191514,FCCO,2018-01-31,0.1
191515,FELE,2018-01-31,0.1075
191516,FIBK,2018-02-09,0.28
191517,FNHC,2018-01-31,0.08
191518,FRBA,2018-02-08,0.03
191519,FSBW,2018-02-06,0.11
191520,GABC,2018-02-08,0.15
191521,GBLIZ,2018-01-31,0.4844
191522,GLBZ,2018-02-09,0.1
191523,GMLP,2018-02-06,0.5775
191524,GMLPP,2018-02-07,0.638
191525,GNMA,2018-02-01,0.0967
191526,GPP,2018-02-01,0.47
191527,GROW,2018-02-09,0.0025
191528,GT,2018-01-31,0.14
191529,HAFC,2018-02-02,0.24
191530,HAS,2018-01-31,0.57
191531,HBCP,2018-02-05,0.15
191532,HFWA,2018-02-06,0.15
191533,HNNA,2018-02-08,0.1
191534,HOPE,2018-02-02,0.13
191535,HSII,2018-02-01,0.13
191536,HTBK,2018-02-07,0.11
191537,HYXE,2018-02-01,0.2416
191538,IBCP,2018-02-06,0.15
191539,IBTX,2018-02-09,0.12
191540,IEF,2018-02-01,0.1677
191541,IEI,2018-02-01,0.166
191542,INTC,2018-02-06,0.3
191543,CWT,2018-02-09,0.1875
191544,FAM,2018-02-01,0.075
191545,ABEV,2018-02-01,0.0215
191546,ABRN,2018-01-31,0.4609
191547,ACC,2018-02-01,0.44
191548,BGSF,2018-02-09,0.25
191549,CEV,2018-02-09,0.0371
191550,CIK,2018-02-08,0.022
191551,CQP,2018-02-01,0.5
191552,CTO,2018-02-08,0.06
191553,DIT,2018-02-12,0.18
191554,DMF,2018-02-08,0.035
191555,ECF,2018-02-12,0.11
191556,EMI,2018-02-09,0.0391
191557,EVJ,2018-02-09,0.0457
191558,EVO,2018-02-09,0.0451
191559,EVP,2018-02-09,0.0421
191560,EVV,2018-02-09,0.0806
191561,EVY,2018-02-09,0.05
191562,GGN,2018-02-12,0.05
191563,GLU,2018-02-12,0.1
191564,GORO,2018-02-09,0.0017
191565,MMV,2018-02-09,0.0388
191566,TMP,2018-02-05,0.48
191567,VCF,2018-02-08,0.055
191568,VFL,2018-02-08,0.05
191569,VMM,2018-02-08,0.0425
191570,ACV,2018-02-09,0.167
191571,AEK,2018-01-31,0.5
191572,AEP,2018-02-08,0.62
191573,AES,2018-01-31,0.13
191574,AFB,2018-02-01,0.0458
191575,AFGH,2018-01-31,0.375
191576,AHC,2018-02-08,0.08
191577,AKP,2018-02-01,0.0421
191578,ALLY,2018-01-31,0.13
191579,AM,2018-01-31,0.365
191580,AMG,2018-02-07,0.3
191581,AMGP,2018-01-31,0.075
191582,AMID,2018-02-06,0.4125
191583,AON,2018-01-31,0.36
191584,APLE,2018-02-01,0.1
191585,APTV,2018-02-02,0.22
191586,APU,2018-02-08,0.95
191587,ARNC,2018-02-01,0.06
191588,AROC,2018-02-07,0.12
191589,AWF,2018-02-01,0.0699
191590,AWK,2018-02-06,0.415
191591,AZZ,2018-02-05,0.17
191592,BA,2018-02-08,1.71
191593,BBD,2018-02-02,0.0059
191594,BBDO,2018-02-02,0.0054
191595,BBT,2018-02-08,0.33
191596,BCO,2018-02-07,0.15
191597,BHGE,2018-02-02,0.18
191598,BLX,2018-02-01,0.385
191599,BMO,2018-01-31,0.93
191600,BPMP,2018-01-31,0.1798
191601,BRO,2018-02-01,0.15
191602,BX,2018-02-09,0.85
191603,C,2018-02-02,0.32
191604,CAPL,2018-02-02,0.6275
191605,CBH,2018-02-09,0.046
191606,CCR,2018-02-07,0.5125
191607,CDR,2018-02-09,0.05
191608,CELP,2018-02-06,0.21
191609,CEN,2018-02-08,0.1042
191610,CEQP,2018-02-06,0.6
191611,CFG,2018-01-31,0.22
191612,CGG,2018-02-08,1.141
191613,CINR,2018-02-09,0.567
191614,CIT,2018-02-08,0.16
191615,CNXM,2018-02-02,0.3133
191616,COF,2018-02-09,0.4
191617,COL,2018-02-09,0.33
191618,COP,2018-02-09,0.285
191619,CRS,2018-02-05,0.18
191620,CSV,2018-02-09,0.075
191621,DCF,2018-02-09,0.054
191622,DCP,2018-02-06,0.78
191623,DDF,2018-02-08,0.04
191624,DEX,2018-02-08,0.0525
191625,DHF,2018-02-06,0.0235
191626,DKL,2018-02-01,0.725
191627,DLB,2018-02-02,0.16
191628,DLPH,2018-02-05,0.17
191629,DM,2018-02-02,0.318
191630,DSE,2018-02-09,0.22
191631,DSM,2018-02-08,0.035
191632,DSXN,2018-01-31,0.5313
191633,ECC,2018-02-09,0.2
191634,ECCA,2018-02-09,0.1615
191635,ECCB,2018-02-09,0.1615
191636,EDF,2018-02-08,0.18
191637,EDI,2018-02-08,0.1511
191638,EEP,2018-02-06,0.35
191639,EEQ,2018-02-06,0.35
191640,EEX,2018-02-08,0.07
191641,EFL,2018-02-09,0.041
191642,EHT,2018-02-09,0.05
191643,EQGP,2018-02-01,0.244
191644,EQM,2018-02-01,1.025
191645,ETE,2018-02-07,0.305
191646,ETP,2018-02-07,0.565
191647,ETR,2018-02-07,0.89
191648,EVF,2018-02-09,0.031
191649,EVN,2018-02-09,0.0541
191650,FCF,2018-02-01,0.08
191651,FCT,2018-02-01,0.0635
191652,FDEU,2018-02-01,0.121
191653,FE,2018-02-06,0.36
191654,FEDU,2018-01-31,0.42
191655,FEI,2018-02-01,0.1183
191656,FHY,2018-02-01,0.08
191657,FIF,2018-02-01,0.11
191658,FII,2018-02-07,0.25
191659,FIV,2018-02-01,0.0417
191660,FMY,2018-02-01,0.065
191661,FPF,2018-02-01,0.1525
191662,FPL,2018-02-01,0.105
191663,FSD,2018-02-01,0.1278
191664,FUL,2018-01-31,0.15
191665,GAM,2018-02-02,0.5
191666,GDV,2018-02-12,0.11
191667,GHC,2018-02-07,1.33
191668,GLOP,2018-02-08,0.5235
191669,GLP,2018-02-08,0.4625
191670,GNL,2018-02-07,0.1775
191671,GNT,2018-02-12,0.05
191672,GUT,2018-02-12,0.05
191673,GWB,2018-02-08,0.2
191674,GWW,2018-02-09,1.28
191675,HCLP,2018-01-31,0.2
191676,HCN,2018-02-12,0.87
191677,HEP,2018-02-02,0.65
191678,HESM,2018-02-01,0.3218
191679,HF,2018-02-08,1.75
191680,HMLP,2018-01-31,0.43
191681,HP,2018-02-09,0.7
191682,HPF,2018-02-09,0.14
191683,HPI,2018-02-09,0.14
191684,HPS,2018-02-09,0.1222
191685,HTD,2018-02-09,0.138
191686,HXL,2018-02-05,0.125
191687,IBM,2018-02-08,1.5
191688,IDA,2018-02-02,0.59
191689,IGD,2018-02-01,0.061
191690,IID,2018-02-01,0.052
191691,INVH,2018-02-12,0.11
191692,ITUB,2018-02-01,0.0047
191693,IVH,2018-02-12,0.1
191694,JMPD,2018-01-31,0.3977
191695,KBH,2018-02-07,0.025
191696,KIO,2018-02-08,0.125
191697,KMPA,2018-02-09,0.4609
191698,KMT,2018-02-12,0.2
191699,KNOP,2018-02-01,0.52
191700,KRP,2018-02-06,0.36
191701,LAZ,2018-02-09,1.71
191702,LEO,2018-02-08,0.035
191703,LGI,2018-02-09,0.1156
191704,LOR,2018-02-09,0.0741
191705,LW,2018-02-01,0.1913
191706,MATX,2018-02-07,0.2
191707,MDC,2018-02-06,0.3
191708,MDLX,2018-01-31,0.4297
191709,MET,2018-02-02,0.4
191710,MIY,2018-02-14,0.057
191711,MMD,2018-02-14,0.09
191712,MMM,2018-02-15,1.36
191713,MMS,2018-02-14,0.045
191714,MMT,2018-02-13,0.0439
191715,MMU,2018-02-15,0.063
191716,MNE,2018-02-14,0.0445
191717,MNP,2018-02-15,0.0625
191718,MNR,2018-02-14,0.17
191719,MPA,2018-02-14,0.0623
191720,MQT,2018-02-14,0.054
191721,MQY,2018-02-14,0.063
191722,MRT,2018-02-15,0.21
191723,MSA,2018-02-13,0.35
191724,MSCI,2018-02-15,0.38
191725,MTT,2018-02-15,0.084
191726,MTX,2018-02-15,0.05
191727,MUA,2018-02-14,0.0545
191728,MUC,2018-02-14,0.0535
191729,MUE,2018-02-14,0.064
191730,MUH,2018-02-14,0.0675
191731,MUI,2018-02-14,0.0495
191732,MUJ,2018-02-14,0.0595
191733,MUR,2018-02-16,0.25
191734,MUS,2018-02-14,0.0635
191735,MVT,2018-02-14,0.073
191736,MYC,2018-02-14,0.062
191737,MYD,2018-02-14,0.067
191738,MYF,2018-02-14,0.0695
191739,MYI,2018-02-14,0.0585
191740,MYJ,2018-02-14,0.075
191741,MYN,2018-02-14,0.0475
191742,MZF,2018-02-14,0.045
191743,NAC,2018-02-14,0.0585
191744,NAD,2018-02-14,0.0575
191745,NAN,2018-02-14,0.0535
191746,NAZ,2018-02-14,0.0495
191747,NBB,2018-02-14,0.103
191748,NBD,2018-02-14,0.0955
191749,NCA,2018-02-14,0.03
191750,NCB,2018-02-14,0.054
191751,NEA,2018-02-14,0.058
191752,NEV,2018-02-14,0.065
191753,NHA,2018-02-14,0.0175
191754,NID,2018-02-14,0.05
191755,NIM,2018-02-14,0.026
191756,NIQ,2018-02-14,0.037
191757,NJV,2018-02-14,0.0475
191758,NKG,2018-02-14,0.0405
191759,NKX,2018-02-14,0.062
191760,NMI,2018-02-14,0.039
191761,NMS,2018-02-14,0.06
191762,NMT,2018-02-14,0.05
191763,NMY,2018-02-14,0.0475
191764,NMZ,2018-02-14,0.065
191765,NNC,2018-02-14,0.044
191766,NNY,2018-02-14,0.03
191767,NOM,2018-02-14,0.053
191768,NP,2018-02-15,0.41
191769,NPN,2018-02-14,0.0455
191770,NPV,2018-02-14,0.046
191771,NQP,2018-02-14,0.0535
191772,NRK,2018-02-14,0.0475
191773,NRT,2018-02-15,0.17
191774,NSL,2018-02-14,0.0395
191775,NTC,2018-02-14,0.041
191776,NTX,2018-02-14,0.053
191777,NUM,2018-02-14,0.048
191778,NUO,2018-02-14,0.052
191779,NUV,2018-02-14,0.031
191780,NUW,2018-02-14,0.06
191781,NVG,2018-02-14,0.0725
191782,NXC,2018-02-14,0.0465
191783,NXJ,2018-02-14,0.058
191784,NXN,2018-02-14,0.042
191785,NXP,2018-02-14,0.0455
191786,NXQ,2018-02-14,0.042
191787,NXR,2018-02-14,0.0435
191788,NYV,2018-02-14,0.0425
191789,NZF,2018-02-14,0.07
191790,OAK,2018-02-15,0.76
191791,OAKS,2018-02-14,0.0333
191792,ODC,2018-02-15,0.23
191793,OIA,2018-02-14,0.0344
191794,OMP,2018-02-15,0.0245
191795,OPP,2018-02-14,0.15
191796,PAI,2018-02-15,0.0575
191797,PBI,2018-02-15,0.1875
191798,PEO,2018-02-15,0.1
191799,PFH,2018-02-14,0.953
191800,PFS,2018-02-14,0.2
191801,PGZ,2018-02-15,0.11
191802,PHD,2018-02-15,0.06
191803,PHT,2018-02-15,0.065
191804,PHX,2018-02-16,0.04
191805,PLT,2018-02-16,0.15
191806,PPG,2018-02-15,0.45
191807,PRI,2018-02-14,0.25
191808,PSF,2018-02-13,0.172
191809,PSX,2018-02-16,0.7
191810,PYT,2018-02-15,0.192
191811,PZN,2018-02-15,0.42
191812,R,2018-02-16,0.52
191813,RA,2018-02-13,0.199
191814,RBA,2018-02-15,0.17
191815,REG,2018-02-16,0.555
191816,RFI,2018-02-13,0.08
191817,RFTA,2018-02-14,0.4453
191818,RGC,2018-02-15,0.22
191819,RIV,2018-02-15,0.21
191820,RNP,2018-02-13,0.124
191821,ROK,2018-02-16,0.835
191822,RQI,2018-02-13,0.08
191823,SALT,2018-02-14,0.02
191824,SBI,2018-02-15,0.034
191825,SBR,2018-02-14,0.1912
191826,SEP,2018-02-16,0.7388
191827,SGZA,2018-02-13,0.3672
191828,SIX,2018-02-15,0.78
191829,SJR,2018-02-14,0.0988
191830,SMM,2018-02-14,0.244
191831,SMP,2018-02-14,0.21
191832,SO,2018-02-16,0.58
191833,SPG,2018-02-13,1.95
191834,SRF,2018-02-15,0.04
191835,SRV,2018-02-15,0.0903
191836,STK,2018-02-16,0.4625
191837,SWX,2018-02-14,0.495
191838,SXCP,2018-02-14,0.594
191839,SZC,2018-02-15,0.1367
191840,TCF,2018-02-14,0.15
191841,TDE,2018-02-13,0.4297
191842,TEO,2018-02-13,1.559
191843,THQ,2018-02-16,0.1125
191844,THW,2018-02-16,0.1167
191845,TJX,2018-02-14,0.3125
191846,TKR,2018-02-16,0.27
191847,TLI,2018-02-15,0.053
191848,TNH,2018-02-15,2.03
191849,TSLF,2018-02-15,0.096
191850,UL,2018-02-15,0.4452
191851,UMH,2018-02-14,0.18
191852,UN,2018-02-15,0.4452
191853,UPS,2018-02-16,0.91
191854,UTF,2018-02-13,0.155
191855,UTL,2018-02-13,0.365
191856,UTX,2018-02-15,0.7
191857,V,2018-02-15,0.21
191858,VBF,2018-02-14,0.069
191859,VCV,2018-02-14,0.0535
191860,VGM,2018-02-14,0.0636
191861,VKQ,2018-02-14,0.0591
191862,VLT,2018-02-14,0.084
191863,VMO,2018-02-14,0.0554
191864,VPV,2018-02-14,0.058
191865,VTA,2018-02-14,0.0625
191866,VTN,2018-02-14,0.0583
191867,VVC,2018-02-14,0.45
191868,VVR,2018-02-14,0.0195
191869,WEA,2018-02-15,0.0675
191870,WEC,2018-02-13,0.5525
191871,WIA,2018-02-14,0.0345
191872,WIW,2018-02-14,0.036
191873,WRK,2018-02-15,0.43
191874,WTR,2018-02-15,0.2047
191875,XEC,2018-02-14,0.08
191876,XFLT,2018-02-14,0.069
191877,XYL,2018-02-14,0.21
191878,YUM,2018-02-13,0.36
191879,KLAC,2018-02-14,0.59
191880,LABL,2018-02-14,0.05
191881,LAND,2018-02-15,0.0442
191882,LANDP,2018-02-15,0.1328
191883,LSTR,2018-02-15,0.15
191884,MCEF,2018-02-13,0.055
191885,MKTX,2018-02-13,0.42
191886,MLCO,2018-02-16,0.1332
191887,MSBI,2018-02-15,0.22
191888,MSEX,2018-02-14,0.2238
191889,NDSN,2018-02-16,0.3
191890,NNBR,2018-02-15,0.07
191891,NXST,2018-02-15,0.375
191892,OTTR,2018-02-14,0.335
191893,OXLC,2018-02-16,0.135
191894,OXLCM,2018-02-14,0.1406
191895,OXLCO,2018-02-14,0.1563
191896,PACW,2018-02-16,0.5
191897,PFLT,2018-02-15,0.095
191898,PKOH,2018-02-14,0.125
191899,PROV,2018-02-16,0.14
191900,PSMT,2018-02-13,0.35
191901,RECN,2018-02-14,0.12
191902,RRD,2018-02-14,0.14
191903,SASR,2018-02-13,0.26
191904,SBFG,2018-02-15,0.075
191905,SBRA,2018-02-14,0.45
191906,SBRAP,2018-02-14,0.4453
191907,SBT,2018-02-13,0.01
191908,SGC,2018-02-13,0.095
191909,SHBI,2018-02-14,0.07
191910,SIGI,2018-02-14,0.18
191911,SMBC,2018-02-14,0.11
191912,SNHNL,2018-02-14,0.3906
191913,SNLN,2018-02-15,0.0666
191914,SSBI,2018-02-15,0.12
191915,TACT,2018-02-16,0.09
191916,TANNL,2018-02-13,0.5
191917,TECH,2018-02-15,0.32
191918,TESS,2018-02-13,0.2
191919,TSBK,2018-02-13,0.13
191920,TTEK,2018-02-13,0.1
191921,VNOM,2018-02-15,0.46
191922,VSDA,2018-02-14,0.022
191923,VSMV,2018-02-14,0.0207
191924,WBA,2018-02-14,0.4
191925,WETF,2018-02-13,0.03
191926,WNEB,2018-02-13,0.04
191927,WWD,2018-02-16,0.1425
191928,WYNN,2018-02-14,0.5
191929,ZION,2018-02-14,0.2
191930,MSFT,2018-02-14,0.42
191931,AMGN,2018-02-14,1.32
191932,BOFIL,2018-02-14,0.3906
191933,BPFHP,2018-02-14,0.4344
191934,BPOPM,2018-02-14,0.1276
191935,BPOPN,2018-02-14,0.1396
191936,BRKL,2018-02-15,0.09
191937,CDC,2018-02-14,0.0438
191938,CDL,2018-02-14,0.043
191939,CEZ,2018-02-14,0.0061
191940,CFA,2018-02-14,0.0178
191941,CFO,2018-02-14,0.0179
191942,CG,2018-02-16,0.33
191943,CID,2018-02-14,0.0234
191944,CIVBP,2018-02-16,0.4063
191945,COST,2018-02-15,0.5
191946,CPTA,2018-02-16,0.0833
191947,CPTAG,2018-02-14,0.3594
191948,CPTAL,2018-02-14,0.375
191949,CSA,2018-02-14,0.0225
191950,CSB,2018-02-14,0.0672
191951,CSBK,2018-02-15,0.06
191952,CSF,2018-02-14,0.0216
191953,DRAD,2018-02-14,0.055
191954,DRYS,2018-02-16,0.024
191955,FCCY,2018-02-15,0.06
191956,FCEF,2018-02-13,0.09
191957,FCFS,2018-02-13,0.22
191958,FDBC,2018-02-15,0.24
191959,FDEF,2018-02-15,0.3
191960,GAIN,2018-02-15,0.065
191961,GAINM,2018-02-15,0.1302
191962,GAINN,2018-02-15,0.1354
191963,GAINO,2018-02-15,0.1406
191964,GCBC,2018-02-14,0.0975
191965,GLAD,2018-02-15,0.07
191966,GLADN,2018-02-15,0.125
191967,GOOD,2018-02-15,0.125
191968,GOODM,2018-02-15,0.1458
191969,GOODO,2018-02-15,0.1563
191970,GOODP,2018-02-15,0.1615
191971,GOVNI,2018-02-14,0.3672
191972,GWRS,2018-02-13,0.0236
191973,HA,2018-02-13,0.12
191974,HCSG,2018-02-15,0.1913
191975,HNDL,2018-02-13,0.1403
191976,HOMB,2018-02-13,0.11
191977,HTLF,2018-02-15,0.13
191978,INBKL,2018-02-14,0.375
191979,ED,2018-02-13,0.715
191980,MHI,2018-02-15,0.0525
191981,ABC,2018-02-16,0.38
191982,ACP,2018-02-16,0.12
191983,BFY,2018-02-14,0.061
191984,BHB,2018-02-14,0.1867
191985,BHV,2018-02-14,0.063
191986,BLE,2018-02-14,0.065
191987,BLJ,2018-02-14,0.0615
191988,BZM,2018-02-14,0.0474
191989,CCA,2018-02-13,0.041
191990,CLM,2018-02-14,0.2365
191991,CQH,2018-02-15,0.51
191992,CRF,2018-02-14,0.2301
191993,DHY,2018-02-15,0.022
191994,EAD,2018-02-13,0.0564
191995,ERC,2018-02-13,0.1079
191996,ERH,2018-02-13,0.075
191997,FAX,2018-02-16,0.035
191998,FCO,2018-02-16,0.07
191999,GLO,2018-02-16,0.1046
192000,GLQ,2018-02-16,0.127
192001,GLV,2018-02-16,0.1225
192002,HNW,2018-02-15,0.095
192003,MHE,2018-02-14,0.053
192004,MVF,2018-02-14,0.046
192005,MZA,2018-02-14,0.062
192006,NHS,2018-02-14,0.0725
192007,NML,2018-02-14,0.055
192008,NRO,2018-02-14,0.045
192009,PRK,2018-02-15,0.94
192010,SACH,2018-02-15,0.105
192011,SNMP,2018-02-16,0.4508
192012,UTG,2018-02-15,0.16
192013,VKI,2018-02-14,0.0547
192014,ADM,2018-02-16,0.335
192015,ADS,2018-02-13,0.57
192016,ADX,2018-02-15,0.05
192017,AFT,2018-02-13,0.09
192018,AGC,2018-02-14,0.047
192019,AGCO,2018-02-14,0.15
192020,AIF,2018-02-13,0.1
192021,AIT,2018-02-14,0.3
192022,AIV,2018-02-15,0.38
192023,ALE,2018-02-14,0.56
192024,ALK,2018-02-16,0.32
192025,ALSN,2018-02-16,0.15
192026,AMP,2018-02-15,0.83
192027,APAM,2018-02-13,1.39
192028,ARMK,2018-02-13,0.105
192029,ARR,2018-02-14,0.19
192030,AVK,2018-02-14,0.117
192031,AWR,2018-02-14,0.255
192032,AZN,2018-02-15,0.95
192033,BAF,2018-02-14,0.0685
